game_id,home_team,away_team,home_points,away_points,home_coach,away_coach,home_record,away_record,week,weekday,season,date,start_time,stadium,attendance,time_of_game,Won Toss,Roof,Surface,Duration,Weather,Vegas Line,Over/Under,Won OT Toss,Referee,Umpire,Head Linesman,Line Judge,Back Judge,Side Judge,Field Judge,Down Judge,Offensive Pass Interference,False Start,Defensive Offside,Low Block,Unnecessary Roughness,Delay of Game,Offensive Holding,Illegal Touch Pass,Defensive Pass Interference,Chop Block,Face Mask (15 Yards),Unsportsmanlike Conduct,Encroachment,Illegal Contact,Illegal Formation,Roughing the Passer,Ineligible Downfield Kick,Illegal Substitution,Personal Foul,Defensive 12 On-field,Defensive Holding,Illegal Block Above the Waist,Defensive Delay of Game,Offensive 12 On-field,Intentional Grounding,Offside on Free Kick,Illegal Shift,Horse Collar Tackle,Ineligible Downfield Pass,Neutral Zone Infraction,Illegal Touch Kick,Illegal Motion,Illegal Receiver Pass,Illegal Use of Hands,Running Into the Kicker,Illegal Blindside Block,Tripping,Illegal Forward Pass,Player Out of Bounds on Punt,Interference with Opportunity to Catch,Disqualification,Roughing the Kicker,Offensive Offside,Illegal Crackback,Illegal Kick,Taunting,Kickoff Out of Bounds,Clipping,Fair Catch Interference,Invalid Fair Catch Signal,Short Free Kick,Illegal Wedge,Illegal Forward Handoff,Face Mask (5 Yards),Leverage,Illegal Bat,Leaping,Illegal Procedure,Illegal Onside Kick,Illegally Kicking Ball,Illegal Cut,Illegal Peelback,Delay of Kickoff,Lowering the Head to Initiate Contact,Kick Catch Interference,Offensive Too Many Men on Field,Defensive Too Many Men on Field,Player Out of Bounds on Kick,Illegal Double-Team Block,Face Mask,Illegal Kick/Kicking Loose Ball,Lowering the Head to Make Forcible Contact
2009_1_SF_ARI,ARI,SF,16,20,Ken Whisenhunt,Mike Singletary,0-1,1-0,1,Sunday,2009,2009-09-13,13:15:00,University of Phoenix Stadium,"61,981",3:22,Cardinals,retractable roof (closed),grass,3:22,,Arizona Cardinals -4.5,45.0 (under),,Don Carey,Garth DeFelice,Dana McKenzie,Carl Johnson,Terrence Miles,Greg Meyer,Mike Weir,,1,4,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_1_WAS_NYG,NYG,WAS,23,17,Tom Coughlin,Jim Zorn,1-0,0-1,1,Sunday,2009,2009-09-13,16:15:00,Giants Stadium,"78,206",2:52,Giants,outdoors,fieldturf,2:52,"80 degrees, relative humidity 41%, wind 8 mph, wind chill 0",New York Giants -6.0,37.0 (over),,Terry McAulay,Paul King,Tony Veteri,Mark Steinkerchner,Gregory Steed,Michael Banks,Terry Brown,,0,1,2,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_1_LAR_SEA,SEA,LAR,28,0,Jim Mora,Steve Spagnuolo,1-0,0-1,1,Sunday,2009,2009-09-13,16:16:00,Qwest Field,"67,610",2:58,Seahawks (deferred),outdoors,fieldturf,2:58,"73 degrees, relative humidity 55%, wind 5 mph, wind chill 0",Seattle Seahawks -7.0,41.0 (under),,Peter Morelli,Richard Hall,Derick Bowers,Darryll Lewis,Bill Schmitz,Laird Hayes,Rob Vernatchi,,0,4,3,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_1_CHI_GB,GB,CHI,21,15,Mike McCarthy,Lovie Smith,1-0,0-1,1,Sunday,2009,2009-09-13,20:30:00,Lambeau Field,"70,920",3:15,Packers,outdoors,grass,3:15,"76 degrees, relative humidity 59%, no wind, wind chill 0",Green Bay Packers -5.0,47.0 (under),,Ron Winter,Bill Schuster,Jim Mello,Tom Stephan,Richard Reels,Tom Hill,Jim Howey,,0,2,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_1_BUF_NE,NE,BUF,25,24,Bill Belichick,Dick Jauron,1-0,0-1,1,Monday,2009,2009-09-14,19:10:00,Gillette Stadium,"68,756",3:03,Bills (deferred),outdoors,fieldturf,3:03,"70 degrees, relative humidity 53%, wind 5 mph, wind chill 0",New England Patriots -13.5,47.5 (over),,Scott Green,Butch Hannah,Tom Stabile,Tom Symonette,Scott Helverson,Larry Rose,Dyrol Prioleau,,1,4,0,0,1,0,2,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_1_LAC_LV,LV,LAC,20,24,Tom Cable,Norv Turner,0-1,1-0,1,Monday,2009,2009-09-14,22:16:00,Oakland-Alameda County Coliseum,"61,940",3:23,Raiders,outdoors,grass,3:23,"63 degrees, relative humidity 86%, wind 12 mph, wind chill 0",San Diego Chargers -10.0,43.0 (over),,Carl Cheffers,Undrey Wash,Kent Payne,Charles Stewart,Dino Paganelli,Jeff Lamberth,Jon Lucivansky,,1,5,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_2_LV_KC,KC,LV,10,13,Todd Haley,Tom Cable,0-2,1-1,2,Sunday,2009,2009-09-20,13:00:00,Arrowhead Stadium,"69,169",3:09,Raiders,outdoors,grass,3:09,"72 degrees, relative humidity 70%, wind 5 mph, wind chill 0",Kansas City Chiefs -1.5,40.0 (under),,Walt Anderson,Scott Dawson,Phil McKinnely,Byron Boston,Billy Smith,James Coleman,Boris Cheek,,0,6,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_2_CAR_ATL,ATL,CAR,28,20,Mike Smith,John Fox,2-0,0-2,2,Sunday,2009,2009-09-20,13:02:00,Georgia Dome,"67,313",3:31,Panthers,dome,fieldturf,3:31,,Atlanta Falcons -5.5,43.5 (over),,Don Carey,Garth DeFelice,Dana McKenzie,Carl Johnson,Terrence Miles,Greg Meyer,Mike Weir,,1,3,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_2_CIN_GB,GB,CIN,24,31,Mike McCarthy,Marvin Lewis,1-1,1-1,2,Sunday,2009,2009-09-20,13:02:00,Lambeau Field,"70,678",3:21,Packers,outdoors,grass,3:21,"68 degrees, relative humidity 54%, wind 7 mph, wind chill 0",Green Bay Packers -7.5,42.0 (over),,Ed Hochuli,Chad Brown,Mark Hittner,Tim Podraza,Kirk Dornan,Barry Anderson,Craig Wrolstad,,0,8,1,0,0,3,5,0,2,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_2_NE_NYJ,NYJ,NE,16,9,Rex Ryan,Bill Belichick,2-0,1-1,2,Sunday,2009,2009-09-20,13:02:00,Giants Stadium,"78,312",3:06,Jets (deferred),outdoors,fieldturf,3:06,"69 degrees, relative humidity 41%, wind 5 mph, wind chill 0",New England Patriots -3.5,45.0 (under),,John Parry,Dan Ferrell,Wayne Mackie,Ron Marinucci,Perry Paganelli,Keith Washington,Scott Edwards,,0,2,0,0,0,4,6,0,0,0,1,0,1,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_2_LAR_WAS,WAS,LAR,9,7,Jim Zorn,Steve Spagnuolo,1-1,0-2,2,Sunday,2009,2009-09-20,13:02:00,FedExField,"87,780",2:49,Redskins,outdoors,grass,2:49,"72 degrees, relative humidity 62%, wind 7 mph, wind chill 0",Washington Redskins -10.0,37.0 (under),,Jerome Boger,Carl Paganelli,John Schleyer,Gary Arthur,Tony Steratore,Joe Larrew,Doug Rosenbaum,,0,4,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_2_MIN_DET,DET,MIN,13,27,Jim Schwartz,Brad Childress,0-2,2-0,2,Sunday,2009,2009-09-20,13:03:00,Ford Field,"56,269",2:57,Vikings,dome,fieldturf,2:57,,Minnesota Vikings -10.0,45.0 (under),,Carl Cheffers,Roy Ellison,Kent Payne,Charles Stewart,Dino Paganelli,Jeff Lamberth,Jon Lucivansky,,0,3,0,0,1,0,3,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_2_ARI_JAX,JAX,ARI,17,31,Jack Del Rio,Ken Whisenhunt,0-2,1-1,2,Sunday,2009,2009-09-20,13:03:00,Jacksonville Municipal Stadium,"46,520",3:12,Cardinals,outdoors,grass,3:12,"83 degrees, relative humidity 74%, wind 8 mph, wind chill 0",Jacksonville Jaguars -3.0,44.0 (over),,Gene Steratore,Tony Michalek,Jerry Bergman,Jeff Seeman,Bob Waggoner,Mike Weatherford,Greg Gautreaux,,0,4,2,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_2_HOU_TEN,TEN,HOU,31,34,Jeff Fisher,Gary Kubiak,0-2,1-1,2,Sunday,2009,2009-09-20,13:03:00,LP Field,"69,143",3:26,Titans (deferred),outdoors,grass,3:26,"77 degrees, relative humidity 83%, wind 13 mph",Tennessee Titans -7.0,40.5 (over),,Walt Coleman,Jeff Rice,Julian Mapp,Jeff Bergman,Steve Freeman,Rick Patterson,Scott Steenson,,0,6,4,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_2_NO_PHI,PHI,NO,22,48,Andy Reid,Sean Payton,1-1,2-0,2,Sunday,2009,2009-09-20,13:04:00,Lincoln Financial Field,"69,144",3:19,Saints,outdoors,grass,3:19,"68 degrees, relative humidity 53%, wind 2 mph, wind chill 0",New Orleans Saints -2.5,46.0 (over),,Alberto Riveron,Ruben Fowler,Ed Camp,Ron Phares,Lee Dyer,Jimmy DeBell,Steve Zimmer,,0,4,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_2_TB_BUF,BUF,TB,33,20,Dick Jauron,Raheem Morris,1-1,0-2,2,Sunday,2009,2009-09-20,16:05:00,Ralph Wilson Stadium,"70,318",3:24,Bills (deferred),outdoors,astroplay,3:24,"74 degrees, relative humidity 47%, wind 4 mph, wind chill 0",Buffalo Bills -4.0,42.0 (over),,Ron Winter,Bill Schuster,Jim Mello,Tom Stephan,Richard Reels,Tom Hill,Jim Howey,,1,5,3,0,0,0,3,0,0,0,4,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_2_SEA_SF,SF,SEA,23,10,Mike Singletary,Jim Mora,2-0,1-1,2,Sunday,2009,2009-09-20,16:05:00,Candlestick Park,"69,732",2:58,Seahawks,outdoors,grass,2:58,"68 degrees, relative humidity 70%, no wind, wind chill 0",San Francisco 49ers -1.0,38.5 (under),,Bill Leavy,Darrell Jenkins,Mark Baltz,Mark Perlman,Keith Ferguson,Greg Bradley,Clete Blakeman,,0,4,1,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_2_PIT_CHI,CHI,PIT,17,14,Lovie Smith,Mike Tomlin,1-1,1-1,2,Sunday,2009,2009-09-20,16:15:00,Soldier Field,"62,231",2:54,Bears,outdoors,grass,2:54,"70 degrees, relative humidity 63%, wind 13 mph, wind chill 0",Pittsburgh Steelers -3.0,38.5 (under),,Scott Green,Butch Hannah,Tom Stabile,Tom Symonette,Scott Helverson,Larry Rose,Dyrol Prioleau,,0,3,3,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_2_CLE_DEN,DEN,CLE,27,6,Josh McDaniels,Eric Mangini,2-0,0-2,2,Sunday,2009,2009-09-20,16:15:00,Invesco Field at Mile High,"73,931",2:55,Broncos,outdoors,grass,2:55,"82 degrees, relative humidity 20%, wind 9 mph, wind chill 0",Denver Broncos -3.0,38.5 (under),,Peter Morelli,Richard Hall,Derick Bowers,Darryll Lewis,Bill Schmitz,Laird Hayes,Rob Vernatchi,,0,3,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_2_BAL_LAC,LAC,BAL,26,31,Norv Turner,John Harbaugh,1-1,2-0,2,Sunday,2009,2009-09-20,16:15:00,Qualcomm Stadium,"66,882",3:14,Ravens (deferred),outdoors,grass,3:14,"83 degrees, relative humidity 50%, wind 8 mph, wind chill 0",San Diego Chargers -1.0,41.0 (over),,Tony Corrente,Fred Bryan,John McGrath,John Hussey,Gregory Wilson,Allen Baynes,Gary Cavaletto,,0,2,2,0,2,3,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_2_NYG_DAL,DAL,NYG,31,33,Wade Phillips,Tom Coughlin,1-1,2-0,2,Sunday,2009,2009-09-20,20:20:00,Cowboys Stadium,"105,121",3:27,Cowboys,retractable roof (open),fieldturf,3:27,,Dallas Cowboys -3.0,45.5 (over),,Mike Carey,Steve Wilson,George Hayward,Tom Barnes,Todd Prukop,Don Carlsen,Buddy Horton,,0,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_2_IND_MIA,MIA,IND,23,27,Tony Sparano,Jim Caldwell,0-2,2-0,2,Monday,2009,2009-09-21,20:42:00,Land Shark Stadium,"66,227",2:51,Colts,outdoors,grass,2:51,"84 degrees, relative humidity 67%, wind 10 mph, wind chill 0",Indianapolis Colts -3.0,41.0 (over),,Terry McAulay,Paul King,Tony Veteri,Mark Steinkerchner,Gregory Steed,Michael Banks,Chad Brown,,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_3_GB_LAR,LAR,GB,17,36,Steve Spagnuolo,Mike McCarthy,0-3,2-1,3,Sunday,2009,2009-09-27,13:00:00,Edward Jones Dome,"60,234",3:08,Rams,dome,fieldturf,3:08,,Green Bay Packers -6.5,43.0 (over),,Walt Coleman,Jeff Rice,Julian Mapp,Jeff Bergman,Richard Reels,Rick Patterson,Scott Steenson,,0,2,0,0,0,0,5,0,1,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009_3_NYG_TB,TB,NYG,0,24,Raheem Morris,Tom Coughlin,0-3,3-0,3,Sunday,2009,2009-09-27,13:00:00,Raymond James Stadium,"63,689",2:48,Giants,outdoors,grass,2:48,"88 degrees, relative humidity 75%, wind 12 mph",New York Giants -6.5,46.0 (under),,Jeff Triplette,Bruce Stritesky,Steve Stelljes,Michael Spanier,Steve Freeman,Dave Wyant,Boris Cheek,,0,3,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
